"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"AZN","AstraZeneca PLC ADRs","","08/29/2001","US Equity","ADRs","Large cap","Health Care","US0463531089","2989044","208,483,600,671","USD","Analyze"
"CSCO","Cisco Systems Inc","","02/12/2001","US Equity","Common stocks","Large cap","Information Technology","US17275R1023","2198163","203,685,293,554","USD","Analyze"
"TMUS","T Mobile US Inc","","04/19/2007","US Equity","Common stocks","Large cap","Communication Services","US8725901040","B94Q9V0","173,518,216,553","USD","Analyze"
"ADBE","Adobe Inc","","02/02/2001","US Equity","Common stocks","Large cap","Information Technology","US00724F1012","2008154","169,214,441,787","USD","Analyze"
"TXN","Texas Instrument Inc","","03/07/2001","US Equity","Common stocks","Large cap","Information Technology","US8825081040","2885409","163,370,780,723","USD","Analyze"
"AMD","Advanced Micro Devices Inc","","02/05/2001","US Equity","Common stocks","Large cap","Information Technology","US0079031078","2007849","161,590,010,401","USD","Analyze"
"CMCSA","Comcast A Corp","","11/01/2013","US Equity","Common stocks","Large cap","Communication Services","US20030N1019","2044545","151,311,831,949","USD","Analyze"
"NFLX","Netflix Inc","","05/23/2002","US Equity","Common stocks","Large cap","Communication Services","US64110L1061","2857817","141,537,866,713","USD","Analyze"
"QCOM","Qualcomm Inc","","03/02/2001","US Equity","Common stocks","Large cap","Information Technology","US7475251036","2714923","138,427,250,000","USD","Analyze"
"SNY","Sanofi SA ADRs","","02/11/2013","US Equity","ADRs","Large cap","Health Care","US80105N1054","2964557","130,446,064,833","USD","Analyze"
"HON","Honeywell International Inc","","02/21/2001","US Equity","Common stocks","Large cap","Industrials","US4385161066","2020459","124,888,775,904","USD","Analyze"
"AMGN","Amgen Inc","","02/06/2001","US Equity","Common stocks","Large cap","Health Care","US0311621009","2023607","124,469,861,078","USD","Analyze"
"INTU","Intuit Inc","","02/21/2001","US Equity","Common stocks","Large cap","Information Technology","US4612021034","2459020","121,333,509,941","USD","Analyze"
"INTC","Intel Corporation Corp","","02/21/2001","US Equity","Common stocks","Large cap","Information Technology","US4581401001","2463247","120,097,110,000","USD","Analyze"
"SBUX","Starbucks Corp","","03/05/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US8552441094","2842255","113,114,106,000","USD","Analyze"
"AMAT","Applied Material Inc","","02/05/2001","US Equity","Common stocks","Large cap","Information Technology","US0382221051","2046552","103,763,640,467","USD","Analyze"
"GILD","Gilead Sciences Inc","","02/20/2001","US Equity","Common stocks","Large cap","Health Care","US3755581036","2369174","98,222,001,929","USD","Analyze"
"PDD","Pinduoduo Inc. ADRs","","07/26/2018","US Equity","ADRs","Large cap","Consumer Discretionary","US7223041028","BYVW0F7","97,926,670,064","USD","Analyze"
"ADI","Analog Devices Inc","","04/02/2012","US Equity","Common stocks","Large cap","Information Technology","US0326541051","2032067","95,833,755,936","USD","Analyze"
"BKNG","Booking Holdings Inc","","03/04/2013","US Equity","Common stocks","Large cap","Consumer Discretionary","US09857L1089","BDRXDB4","95,580,183,437","USD","Analyze"
"MDLZ","Mondelez International Inc","","06/11/2012","US Equity","Common stocks","Large cap","Consumer Staples","US6092071058","B8CKK03","91,614,220,253","USD","Analyze"
"ADP","Automatic Data Processing Inc","","02/05/2001","US Equity","Common stocks","Large cap","Information Technology","US0530151036","2065308","88,513,776,402","USD","Analyze"
"REGN","Regeneron Pharmaceuticals Inc","","03/01/2001","US Equity","Common stocks","Large cap","Health Care","US75886F1075","2730190","86,238,124,754","USD","Analyze"
"ISRG","Intuitive Surgical Inc","","06/13/2000","US Equity","Common stocks","Large cap","Health Care","US46120E6023","2871301","85,627,330,501","USD","Analyze"
"PYPL","Paypal Holdings Inc","","07/06/2015","US Equity","Common stocks","Large cap","Information Technology","US70450Y1038","BYW36M8","82,092,446,503","USD","Analyze"
"VRTX","Vertex Pharmaceuticals Inc","","03/08/2001","US Equity","Common stocks","Large cap","Health Care","US92532F1003","2931034","78,348,616,645","USD","Analyze"
"ABNB","Airbnb, Inc.","","12/01/2020","US Equity","Common stocks","Large cap","Consumer Discretionary","US0090661010","BMGYYH4","77,277,975,115","USD","Analyze"
"LRCX","Lam Research Corp","","02/23/2001","US Equity","Common stocks","Large cap","Information Technology","US5128071082","2502247","70,651,249,670","USD","Analyze"
"FISV","Fiserv Inc","","09/25/1986","US Equity","Common stocks","Large cap","Information Technology","US3377381088","2342034","69,784,838,263","USD","Analyze"
"MU","Micron Technology Inc","","12/30/2009","US Equity","Common stocks","Large cap","Information Technology","US5951121038","2588184","66,932,769,700","USD","Analyze"
"CME","CME Group Inc Class A","","12/06/2002","US Equity","Common stocks","Large cap","Financials","US12572Q1058","2965839","64,763,945,032","USD","Analyze"
"ATVI","Activision Blizzard Inc","","02/06/2001","US Equity","Common stocks","Large cap","Communication Services","US00507V1098","2575818","62,490,962,360","USD","Analyze"
"NTES","NetEase Inc ADRs","","06/30/2000","US Equity","ADRs","Large cap","Communication Services","US64110W1027","2606440","62,261,216,539","USD","Analyze"
"EQIX","Equinix, Inc.","","01/02/2001","US Equity","REITs","Large cap","Real Estate","US29444U7000","BVLZX12","61,828,606,021","USD","Analyze"
"MELI","Mercadolibre Inc","","08/10/2007","US Equity","Common stocks","Large cap","Consumer Discretionary","US58733R1023","B23X1H3","59,884,623,204","USD","Analyze"
"PANW","Palo Alto Networks Inc","","07/20/2012","US Equity","Common stocks","Large cap","Information Technology","US6974351057","B87ZMX0","58,672,653,874","USD","Analyze"
"CSX","CSX Corp","","11/03/1980","US Equity","Common stocks","Large cap","Industrials","US1264081035","2160753","57,917,960,587","USD","Analyze"
"CHTR","Charter Communications Inc Class A","","02/11/2013","US Equity","Common stocks","Large cap","Communication Services","US16119P1084","BZ6VT82","57,866,303,671","USD","Analyze"
"SNPS","Synopsys Inc","","03/02/2001","US Equity","Common stocks","Large cap","Information Technology","US8716071076","2867719","57,783,256,254","USD","Analyze"
"MRNA","Moderna, Inc.","","12/07/1993","US Equity","Common stocks","Large cap","Health Care","US60770K1079","BGSXTS3","57,628,000,036","USD","Analyze"
"CDNS","Cadence Design Systems Inc","","02/09/2001","US Equity","Common stocks","Large cap","Information technology","US1273871087","2302232","56,498,580,000","USD","Analyze"
"JD","JD.com Inc ADRs","","05/22/2014","US Equity","ADRs","Large cap","Consumer Discretionary","US47215P1066","BMM27D9","54,263,354,980","USD","Analyze"
"KLAC","KLA-Tencor Corporation","","02/22/2001","US Equity","Common stocks","Large cap","Information Technology","US4824801009","2480138","53,842,317,041","USD","Analyze"
"MNST","Monster Beverage Corp","","08/17/1995","US Equity","Common stocks","Large cap","Consumer Staples","US61174X1090","BZ07BW4","53,489,494,166","USD","Analyze"
"FTNT","Fortinet Inc","","11/18/2009","US Equity","Common stocks","Large cap","Information Technology","US34959E1091","B5B2106","49,592,192,779","USD","Analyze"
"ORLY","Oreilly Automotive Inc","","08/03/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US67103H1077","B65LWX6","49,551,901,837","USD","Analyze"
"MAR","Marriott International Inc","","02/26/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US5719032022","2210614","49,293,223,017","USD","Analyze"
"KDP","Keurig Dr Pepper Inc.","","07/15/2013","US Equity","Common stocks","Large cap","Consumer Staples","US49271V1008","BD3W133","47,973,912,321","USD","Analyze"
"NXPI","NXP Semiconductors Nv","","08/06/2010","US Equity","Common stocks","Large cap","Information Technology","NL0009538784","B505PN7","47,242,913,396","USD","Analyze"
"KHC","Kraft Heinz","","07/06/2015","US Equity","Common stocks","Large cap","Consumer Staples","US5007541064","BYRY499","45,839,626,367","USD","Analyze"
"MCHP","Microchip Technology Inc","","03/19/1993","US Equity","Common stocks","Large cap","Information Technology","US5950171042","2592174","45,083,602,323","USD","Analyze"
"DXCM","Dexcom Inc","","04/14/2005","US Equity","Common stocks","Large cap","Health Care","US2521311074","B0796X4","44,244,367,505","USD","Analyze"
"CTAS","Cintas Corp","","02/12/2001","US Equity","Common stocks","Large cap","Industrials","US1729081059","2197137","44,016,910,479","USD","Analyze"
"AEP","American Electric Power Inc","","02/06/2001","US Equity","Common stocks","Large cap","Utilities","US0255371017","2026242","43,935,496,660","USD","Analyze"
"AEPPZ","American Electric Power Company, Inc. - Corporate Unit","","08/19/2020","US Equity","Units","Large cap","Utilities","US02557T3077","BMH1V51","43,935,496,660","USD","Analyze"
"ADSK","Autodesk Inc","","02/05/2001","US Equity","Common stocks","Large cap","Information Technology","US0527691069","2065159","43,201,392,680","USD","Analyze"
"BIDU","Baidu Inc ADRs of Class A","","08/05/2005","US Equity","ADRs","Large cap","Communication Services","US0567521085","B0FXT17","42,800,736,392","USD","Analyze"
"IDXX","Idexx Laboratories Inc","","02/20/2001","US Equity","Common stocks","Large cap","Health Care","US45168D1046","2459202","39,689,159,833","USD","Analyze"
"EXC","Exelon Corp","","02/16/2001","US Equity","Common stocks","Large cap","Utilities","US30161N1019","2670519","38,969,775,695","USD","Analyze"
"PAYX","Paychex Inc","","02/28/2001","US Equity","Common stocks","Large cap","Information Technology","US7043261079","2674458","38,887,131,198","USD","Analyze"
"BIIB","Biogen Inc","","02/08/2001","US Equity","Common stocks","Large cap","Health Care","US09062X1037","2455965","38,313,258,750","USD","Analyze"
"WDAY","Workday Inc","","10/12/2012","US Equity","Common stocks","Large cap","Information Technology","US98138H1014","B8K6ZD1","38,172,120,000","USD","Analyze"
"LULU","Lululemon Athletica Inc","","07/27/2007","US Equity","Common stocks","Large cap","Consumer Discretionary","US5500211090","B23FN39","37,725,750,739","USD","Analyze"
"GFS","GlobalFoundries Inc","","08/12/2010","US Equity","Common stocks","Large cap","Information Technology","","BMW7F63","37,090,922,187","USD","Analyze"
"SGEN","Seattle Genetics Inc","","03/07/2001","US Equity","Common stocks","Large cap","Health Care","US81181C1045","BLPK4D2","37,002,973,603","USD","Analyze"
"PCAR","Paccar Inc","","02/28/2001","US Equity","Common stocks","Large cap","Industrials","US6937181088","2665861","36,479,562,944","USD","Analyze"
"ODFL","Old Dominion Freight Line Inc","","10/24/1991","US Equity","Common stocks","Large cap","Industrials","US6795801009","2656423","36,253,708,685","USD","Analyze"
"MRVL","Marvell Technology Group Ltd","","02/26/2001","US Equity","Common stocks","Large cap","Information Technology","US5738741041","BNKJSM5","36,229,732,000","USD","Analyze"
"WBD","Warner Bros. Discovery, Inc. - Series A","","07/06/2005","US Equity","Common stocks","Large cap","Communication Services","US9344231041","BM8JYX3","35,308,335,638","USD","Analyze"
"ROST","Ross Stores Inc","","03/05/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US7782961038","2746711","34,998,425,645","USD","Analyze"
"ON","ON Semiconductor Corp","","02/28/2001","US Equity","Common stocks","Large cap","Information Technology","US6821891057","2583576","34,976,441,430","USD","Analyze"
"XEL","Xcel Energy Inc","","03/13/2001","US Equity","Common stocks","Large cap","Utilities","US98389B1008","2614807","34,810,815,723","USD","Analyze"
"GEHC","GE HealthCare Technologies Inc.","","12/15/2022","US Equity","Common stocks","Large cap","Health Care","","BL6JPG8","34,366,747,984","USD","Analyze"
"ILMN","Illumina Inc","","02/20/2001","US Equity","Common stocks","Large cap","Health Care","US4523271090","2613990","34,278,100,000","USD","Analyze"
"CPRT","Copart Inc","","03/17/1994","US Equity","Common stocks","Large cap","Industrials","US2172041061","2208073","33,947,684,915","USD","Analyze"
"EA","Electronic Arts Inc","","02/14/2001","US Equity","Common stocks","Large cap","Communication Services","US2855121099","2310194","32,036,350,353","USD","Analyze"
"BNTX","BioNTech SE  ADRs","","10/10/2019","US Equity","ADRs","Large cap","Health Care","US09075V1026","BK6H543","31,469,610,717","USD","Analyze"
"CRWD","CrowdStrike Holdings, Inc. - Class A","","06/12/2019","US Equity","Common stocks","Large cap","Information Technology","US22788C1053","BJJP138","29,993,976,539","USD","Analyze"
"DLTR","Dollar Tree Inc","","02/13/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US2567461080","2272476","29,967,485,819","USD","Analyze"
"VOD","Vodacom Group Ltd ADRs","","03/08/2001","US Equity","ADRs","Large cap","Communication Services","US92857W3088","BK019T4","29,819,922,394","USD","Analyze"
"CTSH","Cognizant Technology Solutions","","02/12/2001","US Equity","Common stocks","Large cap","Information Technology","US1924461023","2257019","29,620,574,983","USD","Analyze"
"FAST","Fastenal","","02/15/2001","US Equity","Common stocks","Large cap","Industrials","US3119001044","2332262","29,541,505,738","USD","Analyze"
"VRSK","Verisk Analytics Inc","","10/07/2009","US Equity","Common stocks","Large cap","Industrials","US92345Y1064","B4P9W92","28,126,797,992","USD","Analyze"
"WBA","Walgreen Boots Alliance Inc","","02/11/2013","US Equity","Common stocks","Large cap","Consumer Staples","US9314271084","BTN1Y44","27,884,739,901","USD","Analyze"
"CERN","Cerner Corp","","02/12/2001","US Equity","Common stocks","Large cap","Health Care","US1567821046","2185284","27,621,681,152","USD","Analyze"
"ANSS","Ansys Inc","","02/06/2001","US Equity","Common stocks","Large cap","Information Technology","US03662Q1058","2045623","27,401,575,289","USD","Analyze"
"BKR","Baker Hughes Company Class A","","04/06/1987","US Equity","Common stocks","Large cap","Energy","US05722G1004","BDHLTQ5","27,029,849,255","USD","Analyze"
"CSGP","Costar Group Inc","","07/01/1998","US Equity","Common stocks","Large cap","Industrials","US22160N1090","2262864","26,785,964,581","USD","Analyze"
"SBAC","SBA Communications Corporation","","02/20/2001","US Equity","REITs","Large cap","Real Estate","US78410G1040","BZ6TS23","26,674,817,990","USD","Analyze"
"BATRA","Liberty Media Liberty Braves Corp Series A","","04/18/2016","US Equity","Common stocks","Large cap","Communication Services","US5312297063","BD72H53","26,641,215,526","USD","Analyze"
"BATRK","Liberty Media Liberty Braves Corp Series C","","04/18/2016","US Equity","Common stocks","Large cap","Communication Services","US5312298889","BD72H64","26,641,215,526","USD","Analyze"
"FWONA","Liberty Media Formula One Corp Series A","","02/11/2013","US Equity","Common stocks","Large cap","Communication Services","US5312298707","BD72R64","26,641,215,526","USD","Analyze"
"FWONK","Liberty Media Formula One Corp Series C","","07/08/2014","US Equity","Common stocks","Large cap","Communication Services","US5312298541","BD8QGD5","26,641,215,526","USD","Analyze"
"LSXMA","Liberty Media Liberty Siriusxm Series A","","04/18/2016","US Equity","Common stocks","Large cap","Communication Services","US5312294094","BD8QGF7","26,641,215,526","USD","Analyze"
"LSXMB","Liberty Media Liberty Siriusxm Series B","","04/21/2016","US Equity","Common stocks","Large cap","Consumer Discretionary","","","26,641,215,526","USD","Analyze"
"LSXMK","Liberty Media Liberty Siriusxm Series C","","04/18/2016","US Equity","Common stocks","Large cap","Communication Services","US5312296073","BD8QGH9","26,641,215,526","USD","Analyze"
"ULTA","Ulta Beauty Inc","","10/25/2007","US Equity","Common stocks","Large cap","Consumer Discretionary","US90384S3031","B28TS42","26,241,248,836","USD","Analyze"
"CDW","CDW Corp","","06/27/2013","US Equity","Common stocks","Large cap","Information Technology","US12514G1085","BBM5MD6","25,911,546,352","USD","Analyze"
"CCEP","Coca-Cola European Partners Plc","","11/13/2013","US Equity","Common stocks","Large cap","Consumer Staples","GB00BDCPN049","BYQQ3P5","25,890,546,813","USD","Analyze"
"NDAQ","Nasdaq Inc","","07/02/2002","US Equity","Common stocks","Large cap","Financials","US6311031081","2965107","25,667,765,160","USD","Analyze"
"TCOM","Trip.com Group Limited ADRs","","12/10/2003","US Equity","ADRs","Large cap","Consumer Discretionary","US89677Q1076","BK1K3N2","25,557,103,470","USD","Analyze"
"TSCO","Tractor Supply","","03/08/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US8923561067","2900335","24,943,565,029","USD","Analyze"
"HZNP","Horizon Pharma Plc","","07/28/2011","US Equity","Common stocks","Large cap","Health Care","IE00BQPVQZ61","BQPVQZ6","24,626,696,987","USD","Analyze"
"TROW","T Rowe Price Group Inc","","03/08/2001","US Equity","Common stocks","Large cap","Financials","US74144T1088","2702337","24,438,316,789","USD","Analyze"
"ACGL","Arch Capital Group Ltd","","09/14/1995","US Equity","Common stocks","Large cap","Financials","BMG0450A1053","2740542","24,350,490,925","USD","Analyze"
"GMAB","Genmab A/S  ADRs","","07/18/2019","US Equity","ADRs","Large cap","Health Care","US3723032062","BBC9WC7","24,326,628,122","USD","Analyze"
"MPWR","Monolithic Power Systems Inc","","11/19/2004","US Equity","Common stocks","Large cap","Information Technology","US6098391054","B01Z7J1","24,149,202,500","USD","Analyze"
"WTW","Willis Towers Watson Public Limited Company","","11/15/2001","US Equity","Common stocks","Large cap","Financials","IE00BDB6Q211","BDB6Q21","24,106,795,261","USD","Analyze"
"CEG","Constellation Energy Corporation","","01/19/2022","US Equity","Common stocks","Large cap","Utilities","US21037T1097","BMH4FS1","24,041,193,486","USD","Analyze"
"ALGN","Align Technology Inc","","02/05/2001","US Equity","Common stocks","Large cap","Health Care","US0162551016","2679204","23,862,582,162","USD","Analyze"
"ALNY","Alnylam Pharmaceuticals Inc","","05/28/2004","US Equity","Common stocks","Large cap","Health Care","US02043Q1076","B00FWN1","23,645,711,904","USD","Analyze"
"FANG","Diamondback Energy Inc","","10/12/2012","US Equity","Common stocks","Large cap","Energy","US25278X1090","B7Y8YR3","23,248,043,488","USD","Analyze"
"TEAM","Atlassian Plc Class A","","12/10/2015","US Equity","Common stocks","Large cap","Information Technology","GB00BZ09BD16","BQ1PC76","23,010,025,428","USD","Analyze"
"BGNE","BeiGene ADRs","","02/03/2016","US Equity","ADRs","Large cap","Health Care","US07725L1026","BYYWPW6","22,847,121,675","USD","Analyze"
"EBAY","Ebay Inc","","09/24/1998","US Equity","Common stocks","Large cap","Consumer Discretionary","US2786421030","2293819","22,790,567,971","USD","Analyze"
"FSLR","First Solar Inc","","11/17/2006","US Equity","Common stocks","Large cap","Information Technology","US3364331070","B1HMF22","22,408,165,468","USD","Analyze"
"PODD","Insulet Corp","","05/15/2007","US Equity","Common stocks","Large cap","Health Care","US45784P1012","B1XGNW4","21,661,717,633","USD","Analyze"
"VRSN","Verisign Inc","","03/12/2001","US Equity","Common stocks","Large cap","Information Technology","US92343E1029","2142922","21,040,886,570","USD","Analyze"
"RYAAY","Ryanair Holdings PLC ADRs","","02/11/2013","US Equity","ADRs","Large cap","Industrials","US7835132033","BYYN585","20,987,864,617","USD","Analyze"
"LI","Li Auto Inc. ADRs of Class A","","12/23/1996","US Equity","ADRs","Large cap","Consumer Discretionary","US50202M1027","BMXHCD8","20,485,877,100","USD","Analyze"
"ARGX","argenx SE ADRs","","05/18/2017","US Equity","ADRs","Large cap","Health Care","US04016X1019","BDVLM39","19,961,795,705","USD","Analyze"
"DDOG","Datadog, Inc. - Class A","","09/19/2019","US Equity","Common stocks","Large cap","Information Technology","US23804L1035","BKT9Y49","19,831,078,844","USD","Analyze"
"TTWO","Take Two Interactive Software Inc","","03/08/2001","US Equity","Common stocks","Large cap","Communication Services","US8740541094","2122117","19,815,883,667","USD","Analyze"
"HOLX","Hologic Inc","","02/20/2001","US Equity","Common stocks","Large cap","Health Care","US4364401012","2433530","19,361,652,072","USD","Analyze"
"SWKS","Skyworks Solutions Inc","","03/06/2001","US Equity","Common stocks","Large cap","Information Technology","US83088M1027","2961053","18,498,234,654","USD","Analyze"
"STLD","Steel Dynamics Inc","","03/06/2001","US Equity","Common stocks","Large cap","Materials","US8581191009","2849472","18,444,603,288","USD","Analyze"
"IEP","Icahn Enterprises LP","","12/31/2012","US Equity","MLPs","Large cap","Financials","","2023975","17,869,538,078","USD","Analyze"
"FOX","Fox Corporation Class B","","02/16/2001","US Equity","Common stocks","Large cap","Communication Services","US35137L2043","BJJMGY5","17,342,790,217","USD","Analyze"
"FOXA","Fox Corporation Class A","","02/16/2001","US Equity","Common stocks","Large cap","Communication Services","US35137L1052","BJJMGL2","17,342,790,217","USD","Analyze"
"PFG","Principal Financial Group Inc","","10/23/2001","US Equity","Common stocks","Large cap","Financials","US74251V1026","2803014","17,323,599,805","USD","Analyze"
"NTRS","Northern Trust Corporation","","02/26/2001","US Equity","Common stocks","Large cap","Financials","US6658591044","2648668","17,289,025,820","USD","Analyze"
"FITB","Fifth Third Bancorp","","02/16/2001","US Equity","Common stocks","Large cap","Financials","US3167731005","2336747","17,257,910,742","USD","Analyze"
"JBHT","JB Hunt Transport Services Inc","","02/21/2001","US Equity","Common stocks","Large cap","Industrials","US4456581077","2445416","17,221,729,941","USD","Analyze"
"ZM","Zoom Video Communications, Inc. - Class A","","04/18/2019","US Equity","Common stocks","Large cap","Information Technology","US98980L1017","BGSP7M9","17,101,456,155","USD","Analyze"
"ICLR","Icon Plc","","01/02/2001","US Equity","Common stocks","Large cap","Health Care","IE0005711209","B94G471","16,986,240,907","USD","Analyze"
"BMRN","Biomarin Pharmaceutical Inc","","02/06/2001","US Equity","Common stocks","Large cap","Health Care","US09061G1013","2437071","16,808,108,726","USD","Analyze"
"TER","Teradyne Inc","","03/08/2001","US Equity","Common stocks","Large cap","Information Technology","US8807701029","2884183","16,792,311,075","USD","Analyze"
"CINF","Cincinnati Financial Corp","","02/12/2001","US Equity","Common stocks","Large cap","Financials","US1720621010","2196888","16,657,562,079","USD","Analyze"
"ERIC","Telefonaktiebolaget LM Ericsson ADRs of Class B","","08/30/2001","US Equity","ADRs","Large cap","Information Technology","US2948216088","","16,468,041,231","USD","Analyze"
"SEDG","SolarEdge Technologies Inc","","03/26/2015","US Equity","Common stocks","Large cap","Information Technology","US83417M1045","BWC52Q6","16,368,982,096","USD","Analyze"
"ZS","Zscaler Inc","","03/16/2018","US Equity","Common stocks","Large cap","Information Technology","US98980G1022","BZ00V34","16,334,717,893","USD","Analyze"
"EXPD","Expeditors International Of Washington","","02/15/2001","US Equity","Common stocks","Large cap","Industrials","US3021301094","2325507","16,149,938,390","USD","Analyze"
"INCY","Incyte Corp","","02/20/2001","US Equity","Common stocks","Large cap","Health Care","US45337C1027","2471950","16,111,452,201","USD","Analyze"
"CHKP","Check Point Software Technologies Ltd.","","02/12/2001","US Equity","Common stocks","Large cap","Information Technology","IL0010824113","2181334","16,056,411,684","USD","Analyze"
"LPLA","LPL Financial Holdings Inc","","11/18/2010","US Equity","Common stocks","Large cap","Financials","US50212V1008","B75JX34","16,040,007,412","USD","Analyze"
"HTHT","Huazhu Group Limited ADRs","","03/26/2010","US Equity","ADRs","Large cap","Consumer Discretionary","US44332N1063","BFMFKK7","15,983,561,639","USD","Analyze"
"AXON","Axon Enterprise, Inc.","","06/07/2001","US Equity","Common stocks","Large cap","Industrials","US05464C1018","BDT5S35","15,717,839,608","USD","Analyze"
"HBAN","Huntington Bancshares Inc","","02/20/2001","US Equity","Common stocks","Large cap","Financials","US4461501045","2445966","15,482,119,369","USD","Analyze"
"HBANL","Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock","","02/02/2021","US Equity","Preferred stocks","Non-convertible","Unknown","","","15,482,119,369","USD","Analyze"
"RPRX","Royalty Pharma plc - Class A","","12/31/1997","US Equity","Common stocks","Large cap","Health Care","GB00BMVP7Y09","BMVP7Y0","15,422,177,844","USD","Analyze"
"LCID","Lucid Group, Inc.","","09/18/2020","US Equity","Common stocks","Large cap","Consumer Discretionary","US5494981039","BP0TR77","14,992,350,004","USD","Analyze"
"SPLK","Splunk Inc","","04/19/2012","US Equity","Common stocks","Large cap","Information Technology","US8486371045","B424494","14,937,625,000","USD","Analyze"
"ZBRA","Zebra Technologies Corp","","03/12/2001","US Equity","Common stocks","Large cap","Information Technology","US9892071054","2989356","14,843,119,253","USD","Analyze"
"MKTX","Marketaxess Holdings Inc","","11/05/2004","US Equity","Common stocks","Large cap","Financials","US57060D1081","B03Q9D0","14,411,973,978","USD","Analyze"
"LKQ","LKQ Corp","","10/03/2003","US Equity","Common stocks","Large cap","Consumer Discretionary","US5018892084","2971029","14,318,709,068","USD","Analyze"
"PTC","PTC Inc","","03/02/2001","US Equity","Common stocks","Large cap","Information Technology","US69370C1009","B95N910","14,189,219,096","USD","Analyze"
"SIRI","Sirius Xm Holdings Inc","","02/11/2013","US Equity","Common stocks","Large cap","Communication Services","US82968B1035","BGLDK10","14,044,706,596","USD","Analyze"
"ETSY","Etsy Inc","","04/16/2015","US Equity","Common stocks","Large cap","Consumer Discretionary","US29786A1060","BWTN5N1","13,722,615,236","USD","Analyze"
"EXPE","Expedia Inc","","01/02/2003","US Equity","Common stocks","Large cap","Consumer Discretionary","US30212P3038","B748CK2","13,695,975,317","USD","Analyze"
"PARA","Paramount Global - Class B","","06/18/1990","US Equity","Common stocks","Large cap","Communication Services","US92556H2067","BKTNTR9","13,653,140,213","USD","Analyze"
"PARAA","Paramount Global - Class A","","02/17/2022","US Equity","Common stocks","Large cap","Communication Services","US92556H1077","BKTNTP7","13,653,140,213","USD","Analyze"
"PARAP","Paramount Global - 5.75% Series A Mandatory Convertible Preferred Stock","","02/16/2022","US Equity","Preferred stocks","Convertible","Communication Services","","","13,653,140,213","USD","Analyze"
"UAL","United Continental Holdings Inc","","02/02/2006","US Equity","Common stocks","Large cap","Industrials","US9100471096","B4QG225","13,626,694,255","USD","Analyze"
"SSNC","SS&C Technologies Holdings, Inc.","","03/31/2010","US Equity","Common stocks","Large cap","Information Technology","US78467J1007","B58YSC6","13,521,416,427","USD","Analyze"
"NICE","Nice Ltd ADRs","","08/31/2001","US Equity","ADRs","Large cap","Information Technology","IL0002730112","2639736","13,409,622,411","USD","Analyze"
"AZPN","Aspen Technology Inc","","01/02/2003","US Equity","Common stocks","Large cap","Information Technology","US29109X1063","BP2V812","13,261,270,229","USD","Analyze"
