"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"EL","Estee Lauder Inc Class A","","02/15/2001","US Equity","Common stocks","Large cap","Consumer Staples","US5184391044","2320524","85,199,168,000","USD","Analyze"
"C","Citigroup Inc","","02/12/2001","US Equity","Common stocks","Large cap","Financials","US1729674242","2297907","84,454,305,344","USD","Analyze"
"SOLN","Southern Company (The) 2019 Series A Corporate Units","","08/21/2019","US Equity","Units","Large cap","Utilities","","","81,734,171,495","USD","Analyze"
"RIO","Rio Tinto PLC ADRs","","02/11/2013","US Equity","ADRs","Large cap","Materials","US7672041008","2740434","80,803,758,182","USD","Analyze"
"PGR","Progressive Corp","","03/02/2001","US Equity","Common stocks","Large cap","Financials","US7433151039","2705024","80,677,417,162","USD","Analyze"
"MUFG","Mitsubishi UFJ Financial Group Inc. ADRs","","05/01/2013","US Equity","ADRs","Large cap","Financials","US6068221042","2747327","79,551,947,468","USD","Analyze"
"MMC","Marsh & McLennan Inc","","02/27/2001","US Equity","Common stocks","Large cap","Financials","US5717481023","2567741","78,463,760,701","USD","Analyze"
"MO","Altria Group Inc","","01/02/1970","US Equity","Common stocks","Large cap","Consumer Staples","US02209S1033","2692632","77,600,603,921","USD","Analyze"
"BTI","British American Tobacco PLC ADRs","","04/14/1980","US Equity","ADRs","Large cap","Consumer Staples","US1104481072","2290791","77,362,379,328","USD","Analyze"
"CB","Chubb Ltd","","03/25/1993","US Equity","Common stocks","Large cap","Financials","CH0044328745","B3BQMF6","76,916,309,839","USD","Analyze"
"CI","Cigna Corp","","02/13/2001","US Equity","Common stocks","Large cap","Health Care","US1255231003","BHJ0775","76,219,647,872","USD","Analyze"
"CNI","Canadian National Railway Company","","02/11/2013","US Equity","Common stocks","Large cap","Industrials","AU000000CNI5","6518745","75,262,769,613","USD","Analyze"
"ZTS","Zoetis Inc","","02/01/2013","US Equity","Common stocks","Large cap","Health Care","US98978V1035","B95WG16","74,716,474,088","USD","Analyze"
"ENB","Enbridge Inc","","04/04/2001","US Equity","Common stocks","Large cap","Energy","CA29250N1050","2466149","73,808,570,706","USD","Analyze"
"IBN","ICICI Bank Ltd ADRs","","09/04/2001","US Equity","ADRs","Large cap","Financials","US45104G1040","2569286","72,462,263,616","USD","Analyze"
"SO","Southern Co","","03/06/2001","US Equity","Common stocks","Large cap","Utilities","US8425871071","2829601","72,238,151,346","USD","Analyze"
"GSK","GlaxoSmithKline PLC ADRs","","09/04/2001","US Equity","ADRs","Large cap","Health Care","US37733W1053","2374112","72,111,783,971","USD","Analyze"
"TGT","Target Corp","","03/07/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US87612E1064","2259101","71,872,026,275","USD","Analyze"
"ITW","Illinois Tool Inc","","02/22/2001","US Equity","Common stocks","Large cap","Industrials","US4523081093","2457552","70,556,159,650","USD","Analyze"
"DUK","Duke Energy Corp","","03/17/1980","US Equity","Common stocks","Large cap","Utilities","US26441C2044","B7VD3F2","70,500,850,092","USD","Analyze"
"INFY","Infosys Ltd ADRs","","08/31/2001","US Equity","ADRs","Large cap","Information Technology","US4567881085","2398822","70,261,267,145","USD","Analyze"
"HCA","HCA Healthcare, Inc.","","03/10/2011","US Equity","Common stocks","Large cap","Health Care","US40412C1018","B4MGBG6","70,081,642,967","USD","Analyze"
"CP","Canadian Pacific Railway Limited","","08/21/2001","US Equity","Common stocks","Large cap","Industrials","CA13645T1003","2793104","69,612,808,764","USD","Analyze"
"BSX","Boston Scientific Corp","","02/09/2001","US Equity","Common stocks","Large cap","Health Care","US1011371077","2113434","68,905,505,471","USD","Analyze"
"AMX","America Movil SAB de CV ADRs Series L","","08/29/2001","US Equity","ADRs","Large cap","Communication Services","US02364W1053","2722670","68,886,962,176","USD","Analyze"
"DCUE","Dominion Energy, Inc. 2019 Series A Corporate Units","","06/19/2019","US Equity","Units","Large cap","Utilities","US25746U1337","BJCXSC7","68,325,189,214","USD","Analyze"
"VALE","Vale SA ADRs","","02/11/2013","US Equity","ADRs","Large cap","Materials","US91912E1055","2857334","67,858,163,142","USD","Analyze"
"NOC","Northrop Grumman Corp","","02/27/2001","US Equity","Common stocks","Large cap","Industrials","US6668071029","2648806","67,607,854,137","USD","Analyze"
"UBS","UBS Group AG ADRs","","11/21/2014","US Equity","ADRs","Large cap","Financials","USH892313380","BRTR118","67,567,266,791","USD","Analyze"
"BDX","Becton Dickinson","","02/08/2001","US Equity","Common stocks","Large cap","Health Care","US0758871091","2087807","67,108,670,136","USD","Analyze"
"ABB","ABB Ltd ADRs","","08/29/2001","US Equity","ADRs","Large cap","Industrials","US0003752047","","65,583,190,604","USD","Analyze"
"ETN","Eaton Corporation, PLC","","01/02/2001","US Equity","Common stocks","Large cap","Industrials","IE00B8KQN827","B8KQN82","65,571,276,532","USD","Analyze"
"SLB","Schlumberger Nv","","03/05/2001","US Equity","Common stocks","Large cap","Energy","AN8068571086","2779201","64,954,060,143","USD","Analyze"
"AON","Aon Plc","","11/19/2012","US Equity","Common stocks","Large cap","Financials","IE00BLP1HW54","BLP1HW5","62,156,089,413","USD","Analyze"
"EOG","EOG Resources Inc","","02/15/2001","US Equity","Common stocks","Large cap","Energy","US26875P1012","2318024","61,581,681,113","USD","Analyze"
"WM","Waste Management Inc","","01/02/2003","US Equity","Common stocks","Large cap","Industrials","US94106L1098","2937667","61,508,530,813","USD","Analyze"
"HUM","Humana Inc","","02/21/2001","US Equity","Common stocks","Large cap","Health Care","US4448591028","2445063","61,406,290,838","USD","Analyze"
"GD","General Dynamics Corp","","02/21/2001","US Equity","Common stocks","Large cap","Industrials","US3695501086","2365161","60,404,799,186","USD","Analyze"
"RELX","RELX PLC ADRs","","10/06/1994","US Equity","ADRs","Large cap","Industrials","US7595301083","BYRY2M8","60,208,926,254","USD","Analyze"
"BMO","Bank Of Montreal","","09/07/2001","US Equity","Common stocks","Large cap","Financials","CA0636711016","2076009","60,170,513,132","USD","Analyze"
"PBR","Petroleo Brasileiro SA ADRs","","09/06/2001","US Equity","ADRs","Large cap","Energy","US71654V4086","2616580","60,036,241,538","USD","Analyze"
"PBR.A","Petroleo Brasileiro-Petrobras ADRs","","09/06/2001","US Equity","ADRs","Large cap","Energy","US71654V1017","2683410","60,036,241,538","USD","Analyze"
"TRI","Thomson Reuters Corporation","","02/11/2013","US Equity","Common stocks","Large cap","Industrials","CA8849037095","BFXPT09","59,669,416,992","USD","Analyze"
"BX","Blackstone Group Inc. Class A","","06/22/2007","US Equity","Common stocks","Large cap","Financials","US09260D1072","BKF2SL7","59,652,934,339","USD","Analyze"
"CL","Colgate-Palmolive","","02/13/2001","US Equity","Common stocks","Large cap","Consumer Staples","US1941621039","2209106","59,646,108,486","USD","Analyze"
"APD","Air Products And Chemicals Inc","","02/07/2001","US Equity","Common stocks","Large cap","Materials","US0091581068","2011602","59,282,796,246","USD","Analyze"
"SAN","Banco Santander SA ADRs","","07/30/1987","US Equity","ADRs","Large cap","Health Care","US05964H1059","","58,612,461,528","USD","Analyze"
"UBER","Uber Technologies, Inc.","","05/08/2019","US Equity","Common stocks","Large cap","Industrials","US90353T1007","BK6N347","58,023,050,421","USD","Analyze"
"BNS","The Bank Of Nova Scotia","","06/07/2002","US Equity","Common stocks","Large cap","Financials","CA0641491075","2076281","57,514,229,498","USD","Analyze"
"CNQ","Canadian Natural Resources Limited","","08/27/2001","US Equity","Common stocks","Large cap","Energy","CA1363851017","","56,667,589,568","USD","Analyze"
"MPC","Marathon Petroleum Corp","","06/23/2011","US Equity","Common stocks","Large cap","Energy","US56585A1025","B3K3L40","55,711,074,738","USD","Analyze"
"MMM","3M","","02/27/2001","US Equity","Common stocks","Large cap","Industrials","US88579Y1010","2595708","55,698,356,678","USD","Analyze"
"SCCO","Southern Copper Corp","","01/02/2003","US Equity","Common stocks","Large cap","Materials","US84265V1052","2823777","55,168,535,100","USD","Analyze"
"FDX","FedEx Corporation","","02/20/2001","US Equity","Common stocks","Large cap","Industrials","US31428X1063","2142784","54,523,262,174","USD","Analyze"
"SHOP","Shopify Inc. Class A","","05/21/2015","US Equity","Common stocks","Large cap","Information Technology","CA82509L1076","BX865C7","54,490,100,000","USD","Analyze"
"EPD","Enterprise Products Partners LP","","02/01/2001","US Equity","MLPs","Large cap","Energy","US2937921078","2285388","54,205,034,485","USD","Analyze"
"FCX","Freeport-McMoRan, Inc.","","02/20/2001","US Equity","Common stocks","Large cap","Materials","US35671D8570","2352118","54,065,914,507","USD","Analyze"
"SHW","Sherwin Williams","","03/17/1980","US Equity","Common stocks","Large cap","Materials","US8243481061","2804211","53,948,477,392","USD","Analyze"
"ICE","Intercontinental Exchange Inc","","11/16/2005","US Equity","Common stocks","Large cap","Financials","US45866F1049","BFSSDS9","53,945,910,969","USD","Analyze"
"SMFG","Sumitomo Mitsui Financial Group Inc ADRs","","02/11/2013","US Equity","ADRs","Large cap","Financials","US86562M2098","2267513","53,750,425,685","USD","Analyze"
"USB","US Bancorp","","03/12/2001","US Equity","Common stocks","Large cap","Financials","US9029733048","2736035","53,704,540,045","USD","Analyze"
"CCI","Crown Castle International Corp.","","01/02/2001","US Equity","REITs","Large cap","Real Estate","US22822V1017","BTGQCX1","53,637,889,883","USD","Analyze"
"MCO","Moodys Corp","","08/07/2001","US Equity","Common stocks","Large cap","Financials","US6153691059","2252058","53,215,813,723","USD","Analyze"
"OXY","Occidental Petroleum Corp","","03/01/2001","US Equity","Common stocks","Large cap","Energy","US6745991058","2655408","52,636,236,701","USD","Analyze"
"ANET","Arista Networks Inc","","06/06/2014","US Equity","Common stocks","Large cap","Information Technology","US0404131064","BN33VM5","51,900,314,096","USD","Analyze"
"TAK","Takeda Pharmaceutical Company Limited ADRs","","04/26/2000","US Equity","ADRs","Large cap","Health Care","US8740602052","","51,329,670,075","USD","Analyze"
"VMW","VMWare Inc Class A","","08/14/2007","US Equity","Common stocks","Large cap","Information Technology","US9285634021","B23SN61","50,651,281,947","USD","Analyze"
"HSY","Hershey Foods","","02/21/2001","US Equity","Common stocks","Large cap","Consumer Staples","US4278661081","2422806","50,035,418,400","USD","Analyze"
"PSA","Public Storage","","03/05/2001","US Equity","REITs","Large cap","Real Estate","US74460D1090","2852533","49,616,475,633","USD","Analyze"
"RACE","Ferrari N.V.","","10/21/2015","US Equity","Common stocks","Large cap","Consumer Discretionary","NL0011585146","BD6G507","49,165,108,487","USD","Analyze"
"PNC","PNC Financial Services Group, Inc.","","03/02/2001","US Equity","Common stocks","Large cap","Financials","US6934751057","2692665","48,813,182,079","USD","Analyze"
"GIS","General Mills Inc","","02/21/2001","US Equity","Common stocks","Large cap","Consumer Staples","US3703341046","2367026","48,436,520,402","USD","Analyze"
"VLO","Valero Energy Corp","","03/12/2001","US Equity","Common stocks","Large cap","Energy","US91913Y1001","2041364","48,390,645,998","USD","Analyze"
"EW","Edwards Lifesciences Corp","","03/27/2000","US Equity","Common stocks","Large cap","Health Care","US28176E1082","2567116","48,215,275,206","USD","Analyze"
"E","ENI SpA ADRs","","08/30/2001","US Equity","ADRs","Large cap","Energy","US26874R1086","2297435","48,188,775,144","USD","Analyze"
"BN","Brookfield Corporation Class A Limited Voting Shares","","12/30/1983","US Equity","Common stocks","Large cap","Unknown","","","47,971,377,748","USD","Analyze"
"EMR","Emerson Electric","","02/15/2001","US Equity","Common stocks","Large cap","Industrials","US2910111044","2313405","47,483,340,000","USD","Analyze"
"NGG","National Grid ADRs","","01/02/2003","US Equity","ADRs","Large cap","Utilities","US6362744095","BZ8FYV0","47,271,314,818","USD","Analyze"
"GM","General Motors","","11/18/2010","US Equity","Common stocks","Large cap","Consumer Discretionary","US37045V1008","B665KZ5","47,055,060,005","USD","Analyze"
"STZ.B","Constellation Brands Class B","","11/14/2013","US Equity","Common stocks","Large cap","Consumer Staples","","","47,016,275,356","USD","Analyze"
"APH","Amphenol Corp","","11/08/1991","US Equity","Common stocks","Large cap","Information Technology","US0320951017","2145084","46,605,101,807","USD","Analyze"
"HMC","Honda Motor Co Ltd ADRs","","09/04/2001","US Equity","ADRs","Large cap","Consumer Discretionary","US4381283088","2435279","46,445,024,945","USD","Analyze"
"STM","STMicroelectronics NV ADRs","","02/11/2013","US Equity","ADRs","Large cap","Information Technology","US8610121027","","46,347,494,075","USD","Analyze"
"MCK","Mckesson Corp","","02/27/2001","US Equity","Common stocks","Large cap","Health Care","US58155Q1031","2378534","45,988,300,603","USD","Analyze"
"NSC","Norfolk Southern Corp","","02/28/2001","US Equity","Common stocks","Large cap","Industrials","US6558441084","2641894","45,424,326,723","USD","Analyze"
"DG","Dollar General Corp","","11/13/2009","US Equity","Common stocks","Large cap","Consumer Discretionary","US2566771059","B5B1S13","45,352,147,977","USD","Analyze"
"SNOW","Snowflake Inc. Class A","","09/14/2020","US Equity","Common stocks","Large cap","Information Technology","US8334451098","BN134B7","45,207,312,000","USD","Analyze"
"ROP","Roper Technologies Inc","","03/06/2001","US Equity","Common stocks","Large cap","Information Technology","US7766961061","2749602","45,158,704,039","USD","Analyze"
"CMG","Chipotle Mexican Grill Inc","","01/26/2006","US Equity","Common stocks","Large cap","Consumer Discretionary","US1696561059","B0X7DZ3","45,093,493,883","USD","Analyze"
"AMOV","America Movil - Series A ADRs","","02/07/2001","US Equity","ADRs","Large cap","Communication Services","US02364W2044","","44,956,246,605","USD","Analyze"
"MSI","Motorola Solutions Inc","","02/27/2001","US Equity","Common stocks","Large cap","Information Technology","US6200763075","B5BKPQ4","44,849,779,039","USD","Analyze"
"F","Ford Motor Company","","02/16/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US3453708600","2615468","44,713,066,145","USD","Analyze"
"ECL","Ecolab Inc","","02/15/2001","US Equity","Common stocks","Large cap","Materials","US2788651006","2304227","44,704,497,966","USD","Analyze"
"PXD","Pioneer Natural Resource","","03/05/2001","US Equity","Common stocks","Large cap","Energy","US7237871071","2690830","44,458,085,665","USD","Analyze"
"SRE","Sempra Energy","","03/07/2001","US Equity","Common stocks","Large cap","Utilities","US8168511090","2138158","43,942,216,109","USD","Analyze"
"MSCI","MSCI Inc","","11/15/2007","US Equity","Common stocks","Large cap","Financials","US55354G1004","B2972D2","43,734,915,583","USD","Analyze"
"D","Dominion Energy Inc","","02/13/2001","US Equity","Common stocks","Large cap","Utilities","US25746U1097","2542049","43,613,810,680","USD","Analyze"
"KKR","KKR & Co Inc.","","07/15/2010","US Equity","Common stocks","Large cap","Financials","US48251W1045","BG1FRR1","43,481,777,263","USD","Analyze"
"PSX","Phillips 66","","04/12/2012","US Equity","Common stocks","Large cap","Energy","US7185461040","B78C4Y8","43,393,875,372","USD","Analyze"
"TFC","Truist Financial Corporation","","09/29/2011","US Equity","Common stocks","Large cap","Financials","US89832Q1094","BKP7287","43,257,522,438","USD","Analyze"
"KMB","Kimberly Clark Corp","","02/23/2001","US Equity","Common stocks","Large cap","Consumer Staples","US4943681035","2491839","42,981,484,647","USD","Analyze"
"ING","ING Groep NV ADRs","","09/04/2001","US Equity","ADRs","Large cap","Information Technology","AU000000ING6","BZCNHW2","42,668,936,987","USD","Analyze"
"AZO","Autozone Inc","","02/08/2001","US Equity","Common stocks","Large cap","Consumer Discretionary","US0533321024","2065955","42,458,591,553","USD","Analyze"
"TT","Trane Technologies plc","","12/31/1997","US Equity","Common stocks","Large cap","Industrials","IE00BK9ZQ967","BK9ZQ96","41,900,057,950","USD","Analyze"
"LVS","Las Vegas Sands Corp","","12/15/2004","US Equity","Common stocks","Large cap","Consumer Discretionary","US5178341070","B02T2J7","41,828,681,595","USD","Analyze"
